latitude,longitude,topo
degrees_north,degrees_east,meters
44.10833333,-71.55833333,507
44.10833333,-71.55,504
44.10833333,-71.54166667,571
44.10833333,-71.53333333,630
44.10833333,-71.525,659
44.10833333,-71.51666667,786
44.10833333,-71.50833333,944
44.10833333,-71.5,750
44.10833333,-71.49166667,856
44.10833333,-71.48333333,869
44.10833333,-71.475,791
44.10833333,-71.46666667,793
44.10833333,-71.45833333,881
44.10833333,-71.45,1005
44.10833333,-71.44166667,1050
44.10833333,-71.43333333,876
44.10833333,-71.425,952
44.10833333,-71.41666667,933
44.10833333,-71.40833333,838
44.10833333,-71.4,941
44.10833333,-71.39166667,961
44.10833333,-71.38333333,843
44.10833333,-71.375,651
44.10833333,-71.36666667,473
44.10833333,-71.35833333,326
44.10833333,-71.35,363
44.10833333,-71.34166667,620
44.10833333,-71.33333333,587
44.10833333,-71.325,428
44.10833333,-71.31666667,342
44.10833333,-71.30833333,378
44.10833333,-71.3,429
44.10833333,-71.29166667,507
44.10833333,-71.28333333,573
44.10833333,-71.275,575
44.10833333,-71.26666667,505
44.10833333,-71.25833333,467
44.10833333,-71.25,394
44.10833333,-71.24166667,407
44.10833333,-71.23333333,325
44.10833333,-71.225,300
44.10833333,-71.21666667,223
44.10833333,-71.20833333,189
44.10833333,-71.2,175
44.10833333,-71.19166667,170
44.10833333,-71.18333333,174
44.10833333,-71.175,183
44.10833333,-71.16666667,195
44.10833333,-71.15833333,182
44.10833333,-71.15,202
44.10833333,-71.14166667,258
44.10833333,-71.13333333,380
44.10833333,-71.125,532
44.10833333,-71.11666667,670
44.10833333,-71.10833333,746
44.10833333,-71.1,868
44.10833333,-71.09166667,791
44.10833333,-71.08333333,653
44.10833333,-71.075,549
44.10833333,-71.06666667,424
44.10833333,-71.05833333,354
44.10833333,-71.05,296
44.10833333,-71.04166667,231
44.10833333,-71.03333333,207
44.10833333,-71.025,234
44.10833333,-71.01666667,194
44.10833333,-71.00833333,127
44.10833333,-71,116
44.1,-71.9,472
44.1,-71.89166667,428
44.1,-71.88333333,459
44.1,-71.875,446
44.1,-71.86666667,418
44.1,-71.85833333,398
44.1,-71.85,381
44.1,-71.84166667,366
44.1,-71.83333333,368
44.1,-71.825,408
44.1,-71.81666667,476
44.1,-71.80833333,522
44.1,-71.8,572
44.1,-71.79166667,644
44.1,-71.78333333,691
44.1,-71.775,711
44.1,-71.76666667,790
44.1,-71.75833333,807
44.1,-71.75,730
44.1,-71.74166667,737
44.1,-71.73333333,782
44.1,-71.725,702
44.1,-71.71666667,698
44.1,-71.70833333,673
44.1,-71.7,621
44.1,-71.69166667,474
44.1,-71.68333333,391
44.1,-71.675,491
44.1,-71.66666667,627
44.1,-71.65833333,719
44.1,-71.65,857
44.1,-71.64166667,1042
44.1,-71.63333333,1099
44.1,-71.625,1060
44.1,-71.61666667,938
44.1,-71.60833333,712
44.1,-71.6,624
44.1,-71.59166667,544
44.1,-71.58333333,438
44.1,-71.575,457
44.1,-71.56666667,583
44.1,-71.55833333,640
44.1,-71.55,644
44.1,-71.54166667,612
44.1,-71.53333333,678
44.1,-71.525,843
44.1,-71.51666667,999
44.1,-71.50833333,1093
44.1,-71.5,887
44.1,-71.49166667,1077
44.1,-71.48333333,934
44.1,-71.475,894
44.1,-71.46666667,851
44.1,-71.45833333,1112
44.1,-71.45,1279
44.1,-71.44166667,1043
44.1,-71.43333333,814
44.1,-71.425,707
44.1,-71.41666667,804
44.1,-71.40833333,729
44.1,-71.4,829
44.1,-71.39166667,911
44.1,-71.38333333,895
44.1,-71.375,730
44.1,-71.36666667,484
44.1,-71.35833333,304
44.1,-71.35,354
44.1,-71.34166667,524
44.1,-71.33333333,565
44.1,-71.325,422
44.1,-71.31666667,298
44.1,-71.30833333,291
44.1,-71.3,358
44.1,-71.29166667,394
44.1,-71.28333333,391
44.1,-71.275,339
44.1,-71.26666667,361
44.1,-71.25833333,414
44.1,-71.25,409
44.1,-71.24166667,433
44.1,-71.23333333,407
44.1,-71.225,287
44.1,-71.21666667,225
44.1,-71.20833333,191
44.1,-71.2,237
44.1,-71.19166667,264
44.1,-71.18333333,254
44.1,-71.175,209
44.1,-71.16666667,160
44.1,-71.15833333,167
44.1,-71.15,193
44.1,-71.14166667,285
44.1,-71.13333333,411
44.1,-71.125,560
44.1,-71.11666667,654
44.1,-71.10833333,583
44.1,-71.1,593
44.1,-71.09166667,621
44.1,-71.08333333,522
44.1,-71.075,494
44.1,-71.06666667,362
44.1,-71.05833333,269
44.1,-71.05,233
44.1,-71.04166667,210
44.1,-71.03333333,183
44.1,-71.025,171
44.1,-71.01666667,153
44.1,-71.00833333,134
44.1,-71,115
44.09166667,-71.9,539
44.09166667,-71.89166667,494
44.09166667,-71.88333333,544
44.09166667,-71.875,537
44.09166667,-71.86666667,477
44.09166667,-71.85833333,489
44.09166667,-71.85,485
44.09166667,-71.84166667,417
44.09166667,-71.83333333,380
44.09166667,-71.825,384
44.09166667,-71.81666667,420
44.09166667,-71.80833333,464
44.09166667,-71.8,507
44.09166667,-71.79166667,539
44.09166667,-71.78333333,586
44.09166667,-71.775,692
44.09166667,-71.76666667,807
44.09166667,-71.75833333,926
44.09166667,-71.75,786
44.09166667,-71.74166667,712
44.09166667,-71.73333333,713
44.09166667,-71.725,651
44.09166667,-71.71666667,600
44.09166667,-71.70833333,585
44.09166667,-71.7,507
44.09166667,-71.69166667,386
44.09166667,-71.68333333,351
44.09166667,-71.675,455
44.09166667,-71.66666667,552
44.09166667,-71.65833333,651
44.09166667,-71.65,795
44.09166667,-71.64166667,837
44.09166667,-71.63333333,807
44.09166667,-71.625,982
44.09166667,-71.61666667,853
44.09166667,-71.60833333,696
44.09166667,-71.6,555
44.09166667,-71.59166667,469
44.09166667,-71.58333333,416
44.09166667,-71.575,488
44.09166667,-71.56666667,638
44.09166667,-71.55833333,747
44.09166667,-71.55,875
44.09166667,-71.54166667,745
44.09166667,-71.53333333,701
44.09166667,-71.525,777
44.09166667,-71.51666667,864
44.09166667,-71.50833333,1037
44.09166667,-71.5,1176
44.09166667,-71.49166667,1155
44.09166667,-71.48333333,981
44.09166667,-71.475,1013
44.09166667,-71.46666667,961
44.09166667,-71.45833333,1085
44.09166667,-71.45,1099
44.09166667,-71.44166667,1168
44.09166667,-71.43333333,920
44.09166667,-71.425,685
44.09166667,-71.41666667,629
44.09166667,-71.40833333,644
44.09166667,-71.4,742
44.09166667,-71.39166667,761
44.09166667,-71.38333333,738
44.09166667,-71.375,632
44.09166667,-71.36666667,415
44.09166667,-71.35833333,295
44.09166667,-71.35,293
44.09166667,-71.34166667,399
44.09166667,-71.33333333,484
44.09166667,-71.325,411
44.09166667,-71.31666667,309
44.09166667,-71.30833333,234
44.09166667,-71.3,240
44.09166667,-71.29166667,263
44.09166667,-71.28333333,243
44.09166667,-71.275,227
44.09166667,-71.26666667,245
44.09166667,-71.25833333,272
44.09166667,-71.25,241
44.09166667,-71.24166667,207
44.09166667,-71.23333333,205
44.09166667,-71.225,195
44.09166667,-71.21666667,197
44.09166667,-71.20833333,215
44.09166667,-71.2,277
44.09166667,-71.19166667,389
44.09166667,-71.18333333,389
44.09166667,-71.175,314
44.09166667,-71.16666667,173
44.09166667,-71.15833333,155
44.09166667,-71.15,166
44.09166667,-71.14166667,224
44.09166667,-71.13333333,280
44.09166667,-71.125,368
44.09166667,-71.11666667,417
44.09166667,-71.10833333,409
44.09166667,-71.1,397
44.09166667,-71.09166667,404
44.09166667,-71.08333333,420
44.09166667,-71.075,467
44.09166667,-71.06666667,372
44.09166667,-71.05833333,281
44.09166667,-71.05,230
44.09166667,-71.04166667,193
44.09166667,-71.03333333,166
44.09166667,-71.025,157
44.09166667,-71.01666667,139
44.09166667,-71.00833333,147
44.09166667,-71,146
44.08333333,-71.9,609
44.08333333,-71.89166667,560
44.08333333,-71.88333333,570
44.08333333,-71.875,547
44.08333333,-71.86666667,550
44.08333333,-71.85833333,619
44.08333333,-71.85,552
44.08333333,-71.84166667,461
44.08333333,-71.83333333,436
44.08333333,-71.825,438
44.08333333,-71.81666667,436
44.08333333,-71.80833333,402
44.08333333,-71.8,425
44.08333333,-71.79166667,492
44.08333333,-71.78333333,579
44.08333333,-71.775,693
44.08333333,-71.76666667,868
44.08333333,-71.75833333,988
44.08333333,-71.75,856
44.08333333,-71.74166667,769
44.08333333,-71.73333333,766
44.08333333,-71.725,687
44.08333333,-71.71666667,615
44.08333333,-71.70833333,562
44.08333333,-71.7,476
44.08333333,-71.69166667,328
44.08333333,-71.68333333,346
44.08333333,-71.675,461
44.08333333,-71.66666667,617
44.08333333,-71.65833333,700
44.08333333,-71.65,875
44.08333333,-71.64166667,763
44.08333333,-71.63333333,598
44.08333333,-71.625,672
44.08333333,-71.61666667,808
44.08333333,-71.60833333,758
44.08333333,-71.6,646
44.08333333,-71.59166667,451
44.08333333,-71.58333333,402
44.08333333,-71.575,507
44.08333333,-71.56666667,643
44.08333333,-71.55833333,751
44.08333333,-71.55,909
44.08333333,-71.54166667,898
44.08333333,-71.53333333,832
44.08333333,-71.525,831
44.08333333,-71.51666667,910
44.08333333,-71.50833333,983
44.08333333,-71.5,1114
44.08333333,-71.49166667,1195
44.08333333,-71.48333333,1164
44.08333333,-71.475,1103
44.08333333,-71.46666667,951
44.08333333,-71.45833333,778
44.08333333,-71.45,793
44.08333333,-71.44166667,964
44.08333333,-71.43333333,940
44.08333333,-71.425,695
44.08333333,-71.41666667,598
44.08333333,-71.40833333,584
44.08333333,-71.4,579
44.08333333,-71.39166667,607
44.08333333,-71.38333333,581
44.08333333,-71.375,422
44.08333333,-71.36666667,398
44.08333333,-71.35833333,380
44.08333333,-71.35,307
44.08333333,-71.34166667,267
44.08333333,-71.33333333,256
44.08333333,-71.325,254
44.08333333,-71.31666667,243
44.08333333,-71.30833333,222
44.08333333,-71.3,217
44.08333333,-71.29166667,212
44.08333333,-71.28333333,206
44.08333333,-71.275,203
44.08333333,-71.26666667,201
44.08333333,-71.25833333,203
44.08333333,-71.25,216
44.08333333,-71.24166667,245
44.08333333,-71.23333333,290
44.08333333,-71.225,363
44.08333333,-71.21666667,353
44.08333333,-71.20833333,390
44.08333333,-71.2,452
44.08333333,-71.19166667,430
44.08333333,-71.18333333,331
44.08333333,-71.175,233
44.08333333,-71.16666667,168
44.08333333,-71.15833333,154
44.08333333,-71.15,150
44.08333333,-71.14166667,181
44.08333333,-71.13333333,220
44.08333333,-71.125,244
44.08333333,-71.11666667,243
44.08333333,-71.10833333,258
44.08333333,-71.1,305
44.08333333,-71.09166667,420
44.08333333,-71.08333333,484
44.08333333,-71.075,473
44.08333333,-71.06666667,402
44.08333333,-71.05833333,336
44.08333333,-71.05,265
44.08333333,-71.04166667,201
44.08333333,-71.03333333,161
44.08333333,-71.025,140
44.08333333,-71.01666667,133
44.08333333,-71.00833333,164
44.08333333,-71,201
44.075,-71.9,671
44.075,-71.89166667,634
44.075,-71.88333333,643
44.075,-71.875,658
44.075,-71.86666667,699
44.075,-71.85833333,618
44.075,-71.85,507
44.075,-71.84166667,498
44.075,-71.83333333,548
44.075,-71.825,568
44.075,-71.81666667,576
44.075,-71.80833333,471
44.075,-71.8,421
44.075,-71.79166667,475
44.075,-71.78333333,598
44.075,-71.775,769
44.075,-71.76666667,880
44.075,-71.75833333,858
44.075,-71.75,844
44.075,-71.74166667,839
44.075,-71.73333333,771
44.075,-71.725,667
44.075,-71.71666667,625
44.075,-71.70833333,494
44.075,-71.7,357
44.075,-71.69166667,298
44.075,-71.68333333,365
44.075,-71.675,544
44.075,-71.66666667,639
44.075,-71.65833333,609
44.075,-71.65,777
44.075,-71.64166667,668
44.075,-71.63333333,491
44.075,-71.625,518
44.075,-71.61666667,617
44.075,-71.60833333,500
44.075,-71.6,484
44.075,-71.59166667,426
44.075,-71.58333333,420
44.075,-71.575,523
44.075,-71.56666667,663
44.075,-71.55833333,860
44.075,-71.55,869
44.075,-71.54166667,964
44.075,-71.53333333,946
44.075,-71.525,917
44.075,-71.51666667,940
44.075,-71.50833333,916
44.075,-71.5,990
44.075,-71.49166667,1145
44.075,-71.48333333,966
44.075,-71.475,915
44.075,-71.46666667,898
44.075,-71.45833333,827
44.075,-71.45,701
44.075,-71.44166667,705
44.075,-71.43333333,747
44.075,-71.425,646
44.075,-71.41666667,569
44.075,-71.40833333,602
44.075,-71.4,564
44.075,-71.39166667,482
44.075,-71.38333333,456
44.075,-71.375,510
44.075,-71.36666667,698
44.075,-71.35833333,617
44.075,-71.35,490
44.075,-71.34166667,385
44.075,-71.33333333,396
44.075,-71.325,465
44.075,-71.31666667,348
44.075,-71.30833333,246
44.075,-71.3,242
44.075,-71.29166667,238
44.075,-71.28333333,237
44.075,-71.275,234
44.075,-71.26666667,255
44.075,-71.25833333,346
44.075,-71.25,411
44.075,-71.24166667,381
44.075,-71.23333333,460
44.075,-71.225,611
44.075,-71.21666667,555
44.075,-71.20833333,519
44.075,-71.2,452
44.075,-71.19166667,303
44.075,-71.18333333,256
44.075,-71.175,219
44.075,-71.16666667,169
44.075,-71.15833333,153
44.075,-71.15,154
44.075,-71.14166667,178
44.075,-71.13333333,191
44.075,-71.125,203
44.075,-71.11666667,218
44.075,-71.10833333,232
44.075,-71.1,330
44.075,-71.09166667,390
44.075,-71.08333333,503
44.075,-71.075,554
44.075,-71.06666667,452
44.075,-71.05833333,388
44.075,-71.05,310
44.075,-71.04166667,278
44.075,-71.03333333,189
44.075,-71.025,137
44.075,-71.01666667,133
44.075,-71.00833333,174
44.075,-71,186
44.06666667,-71.9,675
44.06666667,-71.89166667,669
44.06666667,-71.88333333,696
44.06666667,-71.875,790
44.06666667,-71.86666667,752
44.06666667,-71.85833333,575
44.06666667,-71.85,523
44.06666667,-71.84166667,585
44.06666667,-71.83333333,701
44.06666667,-71.825,748
44.06666667,-71.81666667,668
44.06666667,-71.80833333,570
44.06666667,-71.8,475
44.06666667,-71.79166667,492
44.06666667,-71.78333333,615
44.06666667,-71.775,805
44.06666667,-71.76666667,820
44.06666667,-71.75833333,767
44.06666667,-71.75,723
44.06666667,-71.74166667,712
44.06666667,-71.73333333,616
44.06666667,-71.725,584
44.06666667,-71.71666667,578
44.06666667,-71.70833333,441
44.06666667,-71.7,324
44.06666667,-71.69166667,277
44.06666667,-71.68333333,352
44.06666667,-71.675,524
44.06666667,-71.66666667,524
44.06666667,-71.65833333,496
44.06666667,-71.65,538
44.06666667,-71.64166667,475
44.06666667,-71.63333333,381
44.06666667,-71.625,367
44.06666667,-71.61666667,373
44.06666667,-71.60833333,399
44.06666667,-71.6,380
44.06666667,-71.59166667,371
44.06666667,-71.58333333,430
44.06666667,-71.575,520
44.06666667,-71.56666667,639
44.06666667,-71.55833333,709
44.06666667,-71.55,712
44.06666667,-71.54166667,813
44.06666667,-71.53333333,953
44.06666667,-71.525,913
44.06666667,-71.51666667,847
44.06666667,-71.50833333,836
44.06666667,-71.5,897
44.06666667,-71.49166667,977
44.06666667,-71.48333333,879
44.06666667,-71.475,766
44.06666667,-71.46666667,716
44.06666667,-71.45833333,700
44.06666667,-71.45,655
44.06666667,-71.44166667,612
44.06666667,-71.43333333,626
44.06666667,-71.425,609
44.06666667,-71.41666667,537
44.06666667,-71.40833333,528
44.06666667,-71.4,499
44.06666667,-71.39166667,550
44.06666667,-71.38333333,621
44.06666667,-71.375,717
44.06666667,-71.36666667,848
44.06666667,-71.35833333,698
44.06666667,-71.35,551
44.06666667,-71.34166667,503
44.06666667,-71.33333333,545
44.06666667,-71.325,647
44.06666667,-71.31666667,475
44.06666667,-71.30833333,319
44.06666667,-71.3,279
44.06666667,-71.29166667,288
44.06666667,-71.28333333,283
44.06666667,-71.275,294
44.06666667,-71.26666667,381
44.06666667,-71.25833333,520
44.06666667,-71.25,635
44.06666667,-71.24166667,502
44.06666667,-71.23333333,616
44.06666667,-71.225,668
44.06666667,-71.21666667,515
44.06666667,-71.20833333,416
44.06666667,-71.2,332
44.06666667,-71.19166667,262
44.06666667,-71.18333333,265
44.06666667,-71.175,288
44.06666667,-71.16666667,185
44.06666667,-71.15833333,153
44.06666667,-71.15,149
44.06666667,-71.14166667,172
44.06666667,-71.13333333,178
44.06666667,-71.125,193
44.06666667,-71.11666667,194
44.06666667,-71.10833333,243
44.06666667,-71.1,396
44.06666667,-71.09166667,467
44.06666667,-71.08333333,526
44.06666667,-71.075,564
44.06666667,-71.06666667,506
44.06666667,-71.05833333,417
44.06666667,-71.05,366
44.06666667,-71.04166667,337
44.06666667,-71.03333333,236
44.06666667,-71.025,142
44.06666667,-71.01666667,132
44.06666667,-71.00833333,148
44.06666667,-71,177
44.05833333,-71.9,685
44.05833333,-71.89166667,684
44.05833333,-71.88333333,751
44.05833333,-71.875,792
44.05833333,-71.86666667,694
44.05833333,-71.85833333,565
44.05833333,-71.85,616
44.05833333,-71.84166667,685
44.05833333,-71.83333333,781
44.05833333,-71.825,983
44.05833333,-71.81666667,838
44.05833333,-71.80833333,775
44.05833333,-71.8,574
44.05833333,-71.79166667,577
44.05833333,-71.78333333,691
44.05833333,-71.775,837
44.05833333,-71.76666667,819
44.05833333,-71.75833333,753
44.05833333,-71.75,686
44.05833333,-71.74166667,538
44.05833333,-71.73333333,479
44.05833333,-71.725,481
44.05833333,-71.71666667,492
44.05833333,-71.70833333,450
44.05833333,-71.7,326
44.05833333,-71.69166667,263
44.05833333,-71.68333333,313
44.05833333,-71.675,305
44.05833333,-71.66666667,326
44.05833333,-71.65833333,337
44.05833333,-71.65,321
44.05833333,-71.64166667,334
44.05833333,-71.63333333,363
44.05833333,-71.625,423
44.05833333,-71.61666667,571
44.05833333,-71.60833333,665
44.05833333,-71.6,526
44.05833333,-71.59166667,420
44.05833333,-71.58333333,423
44.05833333,-71.575,461
44.05833333,-71.56666667,510
44.05833333,-71.55833333,598
44.05833333,-71.55,658
44.05833333,-71.54166667,772
44.05833333,-71.53333333,896
44.05833333,-71.525,785
44.05833333,-71.51666667,769
44.05833333,-71.50833333,858
44.05833333,-71.5,937
44.05833333,-71.49166667,922
44.05833333,-71.48333333,858
44.05833333,-71.475,843
44.05833333,-71.46666667,766
44.05833333,-71.45833333,718
44.05833333,-71.45,717
44.05833333,-71.44166667,644
44.05833333,-71.43333333,556
44.05833333,-71.425,541
44.05833333,-71.41666667,528
44.05833333,-71.40833333,509
44.05833333,-71.4,537
44.05833333,-71.39166667,618
44.05833333,-71.38333333,663
44.05833333,-71.375,692
44.05833333,-71.36666667,843
44.05833333,-71.35833333,850
44.05833333,-71.35,658
44.05833333,-71.34166667,661
44.05833333,-71.33333333,754
44.05833333,-71.325,721
44.05833333,-71.31666667,563
44.05833333,-71.30833333,428
44.05833333,-71.3,335
44.05833333,-71.29166667,317
44.05833333,-71.28333333,325
44.05833333,-71.275,360
44.05833333,-71.26666667,456
44.05833333,-71.25833333,597
44.05833333,-71.25,747
44.05833333,-71.24166667,664
44.05833333,-71.23333333,695
44.05833333,-71.225,585
44.05833333,-71.21666667,635
44.05833333,-71.20833333,576
44.05833333,-71.2,385
44.05833333,-71.19166667,275
44.05833333,-71.18333333,315
44.05833333,-71.175,355
44.05833333,-71.16666667,172
44.05833333,-71.15833333,154
44.05833333,-71.15,147
44.05833333,-71.14166667,148
44.05833333,-71.13333333,159
44.05833333,-71.125,175
44.05833333,-71.11666667,173
44.05833333,-71.10833333,248
44.05833333,-71.1,368
44.05833333,-71.09166667,428
44.05833333,-71.08333333,485
44.05833333,-71.075,633
44.05833333,-71.06666667,641
44.05833333,-71.05833333,529
44.05833333,-71.05,404
44.05833333,-71.04166667,305
44.05833333,-71.03333333,276
44.05833333,-71.025,171
44.05833333,-71.01666667,135
44.05833333,-71.00833333,136
44.05833333,-71,164
44.05,-71.9,700
44.05,-71.89166667,719
44.05,-71.88333333,844
44.05,-71.875,847
44.05,-71.86666667,711
44.05,-71.85833333,620
44.05,-71.85,790
44.05,-71.84166667,890
44.05,-71.83333333,990
44.05,-71.825,1170
44.05,-71.81666667,1017
44.05,-71.80833333,817
44.05,-71.8,606
44.05,-71.79166667,692
44.05,-71.78333333,773
44.05,-71.775,778
44.05,-71.76666667,767
44.05,-71.75833333,818
44.05,-71.75,676
44.05,-71.74166667,564
44.05,-71.73333333,474
44.05,-71.725,383
44.05,-71.71666667,339
44.05,-71.70833333,337
44.05,-71.7,293
44.05,-71.69166667,263
44.05,-71.68333333,259
44.05,-71.675,258
44.05,-71.66666667,265
44.05,-71.65833333,318
44.05,-71.65,443
44.05,-71.64166667,541
44.05,-71.63333333,566
44.05,-71.625,515
44.05,-71.61666667,622
44.05,-71.60833333,761
44.05,-71.6,576
44.05,-71.59166667,574
44.05,-71.58333333,529
44.05,-71.575,480
44.05,-71.56666667,466
44.05,-71.55833333,500
44.05,-71.55,570
44.05,-71.54166667,700
44.05,-71.53333333,685
44.05,-71.525,699
44.05,-71.51666667,819
44.05,-71.50833333,935
44.05,-71.5,986
44.05,-71.49166667,1050
44.05,-71.48333333,998
44.05,-71.475,898
44.05,-71.46666667,832
44.05,-71.45833333,839
44.05,-71.45,761
44.05,-71.44166667,613
44.05,-71.43333333,536
44.05,-71.425,553
44.05,-71.41666667,587
44.05,-71.40833333,612
44.05,-71.4,638
44.05,-71.39166667,593
44.05,-71.38333333,622
44.05,-71.375,645
44.05,-71.36666667,758
44.05,-71.35833333,789
44.05,-71.35,674
44.05,-71.34166667,652
44.05,-71.33333333,654
44.05,-71.325,619
44.05,-71.31666667,564
44.05,-71.30833333,505
44.05,-71.3,466
44.05,-71.29166667,431
44.05,-71.28333333,401
44.05,-71.275,446
44.05,-71.26666667,539
44.05,-71.25833333,650
44.05,-71.25,805
44.05,-71.24166667,788
44.05,-71.23333333,806
44.05,-71.225,778
44.05,-71.21666667,838
44.05,-71.20833333,625
44.05,-71.2,456
44.05,-71.19166667,300
44.05,-71.18333333,279
44.05,-71.175,221
44.05,-71.16666667,165
44.05,-71.15833333,167
44.05,-71.15,153
44.05,-71.14166667,143
44.05,-71.13333333,144
44.05,-71.125,161
44.05,-71.11666667,171
44.05,-71.10833333,214
44.05,-71.1,369
44.05,-71.09166667,463
44.05,-71.08333333,500
44.05,-71.075,578
44.05,-71.06666667,556
44.05,-71.05833333,476
44.05,-71.05,360
44.05,-71.04166667,275
44.05,-71.03333333,257
44.05,-71.025,201
44.05,-71.01666667,141
44.05,-71.00833333,130
44.05,-71,133
44.04166667,-71.9,752
44.04166667,-71.89166667,763
44.04166667,-71.88333333,938
44.04166667,-71.875,948
44.04166667,-71.86666667,786
44.04166667,-71.85833333,694
44.04166667,-71.85,902
44.04166667,-71.84166667,1109
44.04166667,-71.83333333,1162
44.04166667,-71.825,1269
44.04166667,-71.81666667,1135
44.04166667,-71.80833333,893
44.04166667,-71.8,656
44.04166667,-71.79166667,622
44.04166667,-71.78333333,577
44.04166667,-71.775,563
44.04166667,-71.76666667,573
44.04166667,-71.75833333,671
44.04166667,-71.75,567
44.04166667,-71.74166667,542
44.04166667,-71.73333333,479
44.04166667,-71.725,389
44.04166667,-71.71666667,325
44.04166667,-71.70833333,273
44.04166667,-71.7,254
44.04166667,-71.69166667,244
44.04166667,-71.68333333,240
44.04166667,-71.675,250
44.04166667,-71.66666667,318
44.04166667,-71.65833333,432
44.04166667,-71.65,581
44.04166667,-71.64166667,718
44.04166667,-71.63333333,767
44.04166667,-71.625,806
44.04166667,-71.61666667,778
44.04166667,-71.60833333,802
44.04166667,-71.6,788
44.04166667,-71.59166667,817
44.04166667,-71.58333333,681
44.04166667,-71.575,640
44.04166667,-71.56666667,576
44.04166667,-71.55833333,554
44.04166667,-71.55,530
44.04166667,-71.54166667,546
44.04166667,-71.53333333,574
44.04166667,-71.525,657
44.04166667,-71.51666667,792
44.04166667,-71.50833333,782
44.04166667,-71.5,820
44.04166667,-71.49166667,901
44.04166667,-71.48333333,893
44.04166667,-71.475,925
44.04166667,-71.46666667,893
44.04166667,-71.45833333,828
44.04166667,-71.45,652
44.04166667,-71.44166667,547
44.04166667,-71.43333333,520
44.04166667,-71.425,551
44.04166667,-71.41666667,661
44.04166667,-71.40833333,766
44.04166667,-71.4,717
44.04166667,-71.39166667,604
44.04166667,-71.38333333,595
44.04166667,-71.375,612
44.04166667,-71.36666667,625
44.04166667,-71.35833333,606
44.04166667,-71.35,651
44.04166667,-71.34166667,623
44.04166667,-71.33333333,580
44.04166667,-71.325,529
44.04166667,-71.31666667,702
44.04166667,-71.30833333,721
44.04166667,-71.3,617
44.04166667,-71.29166667,577
44.04166667,-71.28333333,507
44.04166667,-71.275,546
44.04166667,-71.26666667,657
44.04166667,-71.25833333,691
44.04166667,-71.25,711
44.04166667,-71.24166667,668
44.04166667,-71.23333333,639
44.04166667,-71.225,733
44.04166667,-71.21666667,831
44.04166667,-71.20833333,720
44.04166667,-71.2,576
44.04166667,-71.19166667,392
44.04166667,-71.18333333,285
44.04166667,-71.175,198
44.04166667,-71.16666667,166
44.04166667,-71.15833333,173
44.04166667,-71.15,190
44.04166667,-71.14166667,148
44.04166667,-71.13333333,140
44.04166667,-71.125,171
44.04166667,-71.11666667,174
44.04166667,-71.10833333,211
44.04166667,-71.1,354
44.04166667,-71.09166667,476
44.04166667,-71.08333333,376
44.04166667,-71.075,362
44.04166667,-71.06666667,368
44.04166667,-71.05833333,390
44.04166667,-71.05,323
44.04166667,-71.04166667,237
44.04166667,-71.03333333,185
44.04166667,-71.025,176
44.04166667,-71.01666667,144
44.04166667,-71.00833333,133
44.04166667,-71,127
44.03333333,-71.9,798
44.03333333,-71.89166667,703
44.03333333,-71.88333333,899
44.03333333,-71.875,1001
44.03333333,-71.86666667,827
44.03333333,-71.85833333,805
44.03333333,-71.85,1071
44.03333333,-71.84166667,1158
44.03333333,-71.83333333,1342
44.03333333,-71.825,1261
44.03333333,-71.81666667,1211
44.03333333,-71.80833333,1080
44.03333333,-71.8,942
44.03333333,-71.79166667,868
44.03333333,-71.78333333,762
44.03333333,-71.775,588
44.03333333,-71.76666667,429
44.03333333,-71.75833333,450
44.03333333,-71.75,467
44.03333333,-71.74166667,388
44.03333333,-71.73333333,339
44.03333333,-71.725,314
44.03333333,-71.71666667,279
44.03333333,-71.70833333,259
44.03333333,-71.7,246
44.03333333,-71.69166667,231
44.03333333,-71.68333333,234
44.03333333,-71.675,314
44.03333333,-71.66666667,424
44.03333333,-71.65833333,540
44.03333333,-71.65,679
44.03333333,-71.64166667,781
44.03333333,-71.63333333,773
44.03333333,-71.625,783
44.03333333,-71.61666667,814
44.03333333,-71.60833333,985
44.03333333,-71.6,1063
44.03333333,-71.59166667,1006
44.03333333,-71.58333333,860
44.03333333,-71.575,765
44.03333333,-71.56666667,678
44.03333333,-71.55833333,739
44.03333333,-71.55,663
44.03333333,-71.54166667,620
44.03333333,-71.53333333,647
44.03333333,-71.525,601
44.03333333,-71.51666667,639
44.03333333,-71.50833333,742
44.03333333,-71.5,857
44.03333333,-71.49166667,848
44.03333333,-71.48333333,735
44.03333333,-71.475,701
44.03333333,-71.46666667,673
44.03333333,-71.45833333,643
44.03333333,-71.45,630
44.03333333,-71.44166667,577
44.03333333,-71.43333333,533
44.03333333,-71.425,592
44.03333333,-71.41666667,652
44.03333333,-71.40833333,667
44.03333333,-71.4,577
44.03333333,-71.39166667,504
44.03333333,-71.38333333,508
44.03333333,-71.375,525
44.03333333,-71.36666667,500
44.03333333,-71.35833333,470
44.03333333,-71.35,500
44.03333333,-71.34166667,528
44.03333333,-71.33333333,579
44.03333333,-71.325,504
44.03333333,-71.31666667,662
44.03333333,-71.30833333,861
44.03333333,-71.3,806
44.03333333,-71.29166667,666
44.03333333,-71.28333333,627
44.03333333,-71.275,614
44.03333333,-71.26666667,667
44.03333333,-71.25833333,633
44.03333333,-71.25,523
44.03333333,-71.24166667,524
